 Time [s],Channel 1-Analog,Channel 2-Analog,Channel 3-Analog, Time [s],Channel 0-Digital
0.000000000000000, -0.00703, -0.00519, 0.00670, 0.000000000000000, 0
0.010000000000000, -0.00703, -0.00519, 0.00153, 7.284669872000000, 1
0.020000000000000, -0.01221, -0.00519, 0.00153, 11.456509208000000, 0
0.030000000000000, -0.00703, -0.00519, 0.00153, , 
0.040000000000000, -0.00703, -0.00007, 0.00153, , 
0.050000000000000, -0.01221, -0.00519, 0.00153, , 
0.060000000000000, -0.01221, -0.00519, 0.00153, , 
0.070000000000000, -0.00703, -0.00007, 0.00153, , 
0.080000000000000, -0.00703, -0.00519, 0.00670, , 
0.090000000000000, -0.00703, -0.00007, 0.00670, , 
0.100000000000000, -0.00703, -0.00007, 0.00153, , 
0.110000000000000, -0.00703, -0.00519, 0.00153, , 
0.120000000000000, -0.00703, -0.00007, 0.00670, , 
0.130000000000000, -0.00703, -0.00519, 0.00670, , 
0.140000000000000, -0.00703, -0.00007, 0.00670, , 
0.150000000000000, -0.00703, -0.00007, 0.00670, , 
0.160000000000000, -0.00703, -0.00007, 0.00670, , 
0.170000000000000, -0.00703, -0.00007, 0.00153, , 
0.180000000000000, -0.00703, -0.00007, 0.00153, , 
0.190000000000000, -0.01221, -0.00519, 0.00153, , 
0.200000000000000, -0.00703, -0.00007, 0.00153, , 
0.210000000000000, -0.00703, -0.00007, 0.00670, , 
0.220000000000000, -0.00703, -0.00519, 0.00670, , 
0.230000000000000, -0.00703, -0.00519, 0.00670, , 
0.240000000000000, -0.00703, -0.00007, 0.00153, , 
0.250000000000000, -0.00703, -0.00519, 0.00670, , 
0.260000000000000, -0.00703, -0.00007, 0.00670, , 
0.270000000000000, -0.00703, -0.00007, 0.00670, , 
0.280000000000000, -0.00703, -0.00007, 0.00670, , 
0.290000000000000, -0.01221, -0.00007, 0.00670, , 
0.300000000000000, -0.01221, -0.00519, 0.00153, , 
0.310000000000000, -0.00703, -0.00007, 0.00153, , 
0.320000000000000, -0.00703, -0.00519, 0.00670, , 
0.330000000000000, -0.00703, -0.00007, 0.00153, , 
0.340000000000000, -0.00703, -0.00519, 0.00670, , 
0.350000000000000, -0.00703, -0.00519, 0.00153, , 
0.360000000000000, -0.00703, -0.00519, 0.00670, , 
0.370000000000000, -0.00703, -0.00007, 0.00670, , 
0.380000000000000, -0.01221, -0.00007, 0.00670, , 
0.390000000000000, -0.00703, -0.00007, 0.00670, , 
0.400000000000000, -0.01221, -0.00007, 0.00153, , 
0.410000000000000, -0.00703, -0.00007, 0.00153, , 
0.420000000000000, -0.00703, -0.00519, 0.00670, , 
0.430000000000000, -0.00703, -0.00519, 0.00670, , 
0.440000000000000, -0.00703, -0.00007, 0.00670, , 
0.450000000000000, -0.00703, -0.00519, 0.00153, , 
0.460000000000000, -0.00703, -0.00007, 0.00670, , 
0.470000000000000, -0.01221, -0.00519, 0.00670, , 
0.480000000000000, -0.00703, -0.00519, 0.00670, , 
0.490000000000000, -0.00703, -0.00519, 0.00670, , 
0.500000000000000, -0.00703, -0.00007, 0.00670, , 
0.510000000000000, -0.00703, -0.00007, 0.00670, , 
0.520000000000000, -0.01221, -0.00519, 0.00670, , 
0.530000000000000, -0.00703, -0.00519, 0.00670, , 
0.540000000000000, -0.00703, -0.00519, 0.00153, , 
0.550000000000000, -0.00703, -0.00007, 0.00670, , 
0.560000000000000, -0.00703, 0.00506, 0.00670, , 
0.570000000000000, -0.00703, 0.00506, 0.00153, , 
0.580000000000000, -0.00703, 0.00506, 0.00670, , 
0.590000000000000, -0.01221, 0.01018, 0.00670, , 
0.600000000000000, -0.00703, 0.01018, 0.00670, , 
0.610000000000000, -0.01221, 0.01018, 0.00153, , 
0.620000000000000, -0.00703, 0.01018, 0.00670, , 
0.630000000000000, -0.00703, 0.01018, 0.00670, , 
0.640000000000000, -0.00703, 0.01018, 0.00670, , 
0.650000000000000, -0.00703, -0.00007, 0.00670, , 
0.660000000000000, -0.01221, -0.00007, 0.00153, , 
0.670000000000000, -0.00703, -0.00519, 0.00153, , 
0.680000000000000, -0.00703, -0.00519, 0.00670, , 
0.690000000000000, -0.00703, -0.00519, 0.00153, , 
0.700000000000000, -0.00703, -0.00519, 0.00670, , 
0.710000000000000, -0.01221, -0.00519, 0.00670, , 
0.720000000000000, -0.00703, -0.00519, 0.00670, , 
0.730000000000000, -0.00703, -0.00007, 0.00670, , 
0.740000000000000, -0.00703, 0.00506, 0.00670, , 
0.750000000000000, -0.00703, -0.00007, 0.00153, , 
0.760000000000000, -0.00703, 0.00506, 0.00670, , 
0.770000000000000, -0.00703, -0.00007, 0.00670, , 
0.780000000000000, -0.01221, -0.00007, 0.00153, , 
0.790000000000000, -0.00703, -0.00007, 0.00670, , 
0.800000000000000, -0.00703, 0.00506, 0.00670, , 
0.810000000000000, -0.01221, 0.00506, 0.00670, , 
0.820000000000000, -0.00703, 0.00506, 0.00670, , 
0.830000000000000, -0.01221, 0.00506, 0.00670, , 
0.840000000000000, -0.00703, 0.00506, 0.00153, , 
0.850000000000000, -0.01221, 0.00506, 0.00153, , 
0.860000000000000, -0.00703, -0.00007, 0.00153, , 
