 Time [s],Channel 1-Analog,Channel 2-Analog,Channel 3-Analog, Time [s],Channel 0-Digital
1.460000000000000, -0.01221, -0.00007, 0.00153, , 
1.470000000000000, -0.01221, -0.00007, 0.00153, , 
1.480000000000000, -0.01221, -0.00519, 0.00670, , 
1.490000000000000, -0.01221, -0.00519, 0.00670, , 
1.500000000000000, -0.01739, -0.00519, 0.00153, , 
1.510000000000000, -0.01221, -0.00519, 0.00670, , 
1.520000000000000, -0.01739, -0.00007, 0.00670, , 
1.530000000000000, -0.01221, -0.00519, 0.00153, , 
1.540000000000000, -0.01221, -0.00007, 0.00670, , 
1.550000000000000, -0.01221, -0.00519, 0.00153, , 
1.560000000000000, -0.01739, -0.00519, 0.00153, , 
1.570000000000000, -0.01221, -0.00007, 0.00153, , 
1.580000000000000, -0.01221, -0.00519, 0.00670, , 
1.590000000000000, -0.01739, -0.00519, 0.00153, , 
1.600000000000000, -0.01221, -0.00519, 0.00670, , 
1.610000000000000, -0.01221, -0.00519, 0.00153, , 
1.620000000000000, -0.01221, -0.00007, 0.00670, , 
1.630000000000000, -0.01739, -0.00007, 0.00670, , 
1.640000000000000, -0.01221, -0.00007, 0.00153, , 
1.650000000000000, -0.01739, -0.00519, 0.00670, , 
1.660000000000000, -0.01221, -0.00519, 0.00670, , 
1.670000000000000, -0.01739, -0.00007, 0.00670, , 
1.680000000000000, -0.01739, -0.00007, 0.00670, , 
1.690000000000000, -0.01739, -0.00519, 0.00670, , 
1.700000000000000, -0.01221, -0.00007, 0.00670, , 
1.710000000000000, -0.01221, -0.00519, 0.00153, , 
1.720000000000000, -0.01221, -0.00519, 0.00670, , 
1.730000000000000, -0.01739, -0.00519, 0.00670, , 
1.740000000000000, -0.01739, -0.00519, 0.00153, , 
1.750000000000000, -0.01739, -0.00007, 0.00670, , 
1.760000000000000, -0.01221, -0.00519, 0.00153, , 
1.770000000000000, -0.01221, -0.00007, 0.00670, , 
1.780000000000000, -0.01739, -0.00519, 0.00670, , 
1.790000000000000, -0.01221, -0.00007, 0.00670, , 
1.800000000000000, -0.01739, -0.00519, 0.00670, , 
1.810000000000000, -0.01221, -0.00007, 0.00670, , 
1.820000000000000, -0.01739, -0.00007, 0.00153, , 
1.830000000000000, -0.01221, -0.00007, 0.00670, , 
1.840000000000000, -0.01221, -0.00519, 0.00153, , 
1.850000000000000, -0.01221, -0.00519, 0.00670, , 
1.860000000000000, -0.01739, -0.00519, 0.00670, , 
1.870000000000000, -0.01221, -0.00519, 0.00153, , 
1.880000000000000, -0.01221, -0.00519, 0.00670, , 
1.890000000000000, -0.01739, -0.00007, 0.00670, , 
1.900000000000000, -0.01739, -0.00007, 0.00670, , 
1.910000000000000, -0.01221, -0.00519, 0.00670, , 
1.920000000000000, -0.01221, -0.00519, 0.00670, , 
1.930000000000000, -0.01221, -0.00007, 0.00670, , 
1.940000000000000, -0.01221, -0.00519, 0.00153, , 
1.950000000000000, -0.01739, -0.00519, 0.00670, , 
1.960000000000000, -0.01221, -0.00519, 0.00153, , 
1.970000000000000, -0.01221, -0.00007, 0.00670, , 
1.980000000000000, -0.01739, -0.00519, 0.00153, , 
1.990000000000000, -0.01221, -0.00519, 0.00670, , 
2.000000000000000, -0.01221, -0.00007, 0.00153, , 
2.010000000000000, -0.01739, -0.00007, 0.00670, , 
2.020000000000000, -0.01221, -0.00007, 0.00670, , 
2.030000000000000, -0.01221, -0.00007, 0.00153, , 
2.040000000000000, -0.01221, -0.00007, 0.00670, , 
2.050000000000000, -0.01221, -0.00519, 0.00670, , 
2.060000000000000, -0.01221, -0.00519, 0.00670, , 
2.070000000000000, -0.01221, -0.00519, 0.00153, , 
2.080000000000000, -0.01221, -0.00007, 0.00670, , 
2.090000000000000, -0.01221, -0.00007, 0.00153, , 
2.100000000000000, -0.01221, -0.00007, 0.00153, , 
2.110000000000000, -0.01739, -0.00007, 0.00670, , 
2.120000000000000, -0.01221, 0.00506, 0.00153, , 
2.130000000000000, -0.01221, -0.00007, 0.00670, , 
2.140000000000000, -0.01221, -0.00007, 0.00670, , 
2.150000000000000, -0.01221, 0.00506, 0.00153, , 
2.160000000000000, -0.01739, 0.00506, 0.00153, , 
2.170000000000000, -0.01221, 0.00506, 0.00153, , 
2.180000000000000, -0.01221, 0.01018, 0.00153, , 
2.190000000000000, -0.01221, 0.00506, 0.00153, , 
2.200000000000000, -0.01221, 0.00506, 0.00153, , 
2.210000000000000, -0.01221, 0.01018, 0.00153, , 
2.220000000000000, -0.01221, 0.01018, 0.00670, , 
2.230000000000000, -0.01221, 0.01531, 0.00153, , 
2.240000000000000, -0.01221, 0.01531, 0.00153, , 
2.250000000000000, -0.01221, 0.01018, 0.00670, , 
2.260000000000000, -0.01221, 0.01018, 0.00153, , 
2.270000000000000, -0.01221, 0.01531, 0.00153, , 
2.280000000000000, -0.01221, 0.02043, 0.00153, , 
2.290000000000000, -0.01221, 0.01531, 0.00153, , 
2.300000000000000, -0.01221, 0.02043, 0.00670, , 
2.310000000000000, -0.01221, 0.01531, 0.00153, , 
2.320000000000000, -0.01221, 0.01531, 0.00670, , 
2.330000000000000, -0.01221, 0.01531, 0.00153, , 
2.340000000000000, -0.01221, 0.02043, 0.00153, , 
2.350000000000000, -0.01221, 0.02043, 0.00153, , 
2.360000000000000, -0.01221, 0.02555, 0.00670, , 
2.370000000000000, -0.01221, 0.02043, 0.00153, , 
2.380000000000000, -0.01739, 0.02043, 0.00670, , 
2.390000000000000, -0.01739, 0.02043, 0.00153, , 
2.400000000000000, -0.01221, 0.02043, 0.00153, , 
2.410000000000000, -0.01221, 0.03068, 0.00153, , 
2.420000000000000, -0.01739, 0.02555, 0.00153, , 
2.430000000000000, -0.01221, 0.02555, 0.00153, , 
2.440000000000000, -0.01221, 0.02555, 0.00153, , 
2.450000000000000, -0.01221, 0.03068, 0.00153, , 
2.460000000000000, -0.01221, 0.02555, 0.00153, , 
2.470000000000000, -0.01221, 0.03068, 0.00153, , 
2.480000000000000, -0.01221, 0.03068, 0.00670, , 
2.490000000000000, -0.01221, 0.03068, 0.00670, , 
2.500000000000000, -0.01739, 0.03068, 0.00670, , 
2.510000000000000, -0.01221, 0.03580, 0.00153, , 
2.520000000000000, -0.01221, 0.03068, 0.00670, , 
2.530000000000000, -0.01221, 0.03068, 0.00153, , 
2.540000000000000, -0.01221, 0.04093, 0.00670, , 
2.550000000000000, -0.01221, 0.04093, 0.00670, , 
2.560000000000000, -0.01221, 0.04093, 0.00153, , 
2.570000000000000, -0.01221, 0.03580, 0.00153, , 
2.580000000000000, -0.01221, 0.04093, 0.00670, , 
2.590000000000000, -0.01739, 0.04093, 0.00153, , 
2.600000000000000, -0.01739, 0.04093, 0.00153, , 
2.610000000000000, -0.01221, 0.04093, 0.00670, , 
2.620000000000000, -0.01221, 0.04093, 0.00153, , 
2.630000000000000, -0.01221, 0.04605, 0.00153, , 
2.640000000000000, -0.01221, 0.04605, 0.00153, , 
2.650000000000000, -0.01221, 0.04605, 0.00670, , 
2.660000000000000, -0.01221, 0.04605, 0.00670, , 
2.670000000000000, -0.01221, 0.04605, 0.00670, , 
2.680000000000000, -0.01221, 0.05117, 0.00670, , 
2.690000000000000, -0.01221, 0.05630, 0.00670, , 
2.700000000000000, -0.01221, 0.05117, 0.00153, , 
2.710000000000000, -0.01221, 0.05117, 0.00153, , 
2.720000000000000, -0.01739, 0.05630, 0.00153, , 
2.730000000000000, -0.01221, 0.05630, 0.00153, , 
2.740000000000000, -0.01221, 0.06142, 0.00153, , 
2.750000000000000, -0.01221, 0.05630, 0.00153, , 
2.760000000000000, -0.01221, 0.06142, 0.00153, , 
2.770000000000000, -0.01221, 0.06655, 0.00153, , 
2.780000000000000, -0.01221, 0.06142, 0.00153, , 
2.790000000000000, -0.01221, 0.06655, 0.00153, , 
2.800000000000000, -0.01221, 0.06655, 0.00670, , 
2.810000000000000, -0.01221, 0.07167, 0.00153, , 
2.820000000000000, -0.01221, 0.07679, 0.00153, , 
2.830000000000000, -0.01221, 0.07679, 0.00153, , 
2.840000000000000, -0.01221, 0.08192, 0.00670, , 
2.850000000000000, -0.01739, 0.07679, 0.00153, , 
2.860000000000000, -0.01739, 0.08192, 0.00153, , 
2.870000000000000, -0.01221, 0.08704, 0.00153, , 
2.880000000000000, -0.01221, 0.08192, 0.00670, , 
2.890000000000000, -0.01739, 0.08704, 0.00153, , 
2.900000000000000, -0.01221, 0.09217, 0.00153, , 
2.910000000000000, -0.01739, 0.09217, 0.00153, , 
2.920000000000000, -0.01739, 0.09217, 0.00153, , 
2.930000000000000, -0.01221, 0.09729, 0.00153, , 
2.940000000000000, -0.01221, 0.09729, 0.00153, , 
2.950000000000000, -0.01739, 0.10241, 0.00153, , 
2.960000000000000, -0.01221, 0.10241, 0.00153, , 
2.970000000000000, -0.01221, 0.10241, 0.00153, , 
2.980000000000000, -0.01221, 0.10754, 0.00153, , 
2.990000000000000, -0.01221, 0.11266, 0.00670, , 
3.000000000000000, -0.01221, 0.10754, 0.00153, , 
3.010000000000000, -0.01221, 0.10754, 0.00153, , 
3.020000000000000, -0.01221, 0.11779, 0.00153, , 
3.030000000000000, -0.00703, 0.11266, 0.01704, , 
3.040000000000000, 0.01369, 0.11779, 0.03254, , 
3.050000000000000, 0.02405, 0.12291, 0.04805, , 
3.060000000000000, 0.03960, 0.11779, 0.05839, , 
3.070000000000000, 0.06032, 0.12803, 0.08423, , 
3.080000000000000, 0.07586, 0.12803, 0.08940, , 
3.090000000000000, 0.08623, 0.12291, 0.11525, , 
3.100000000000000, 0.10177, 0.12803, 0.12559, , 
3.110000000000000, 0.12249, 0.12803, 0.13593, , 
3.120000000000000, 0.13285, 0.12803, 0.15660, , 
3.130000000000000, 0.14840, 0.13828, 0.17211, , 
3.140000000000000, 0.16912, 0.13828, 0.18762, , 
3.150000000000000, 0.18466, 0.13828, 0.20312, , 
3.160000000000000, 0.20539, 0.13828, 0.22380, , 
3.170000000000000, 0.22093, 0.14340, 0.23931, , 
3.180000000000000, 0.23647, 0.14853, 0.25481, , 
3.190000000000000, 0.25202, 0.14340, 0.27549, , 
3.200000000000000, 0.27274, 0.15365, 0.29617, , 
3.210000000000000, 0.29865, 0.15365, 0.32201, , 
3.220000000000000, 0.30901, 0.15878, 0.33235, , 
3.230000000000000, 0.32973, 0.15878, 0.35303, , 
3.240000000000000, 0.34528, 0.16390, 0.36853, , 
3.250000000000000, 0.36600, 0.15878, 0.38404, , 
3.260000000000000, 0.38154, 0.16390, 0.39438, , 
3.270000000000000, 0.39709, 0.16390, 0.41505, , 
3.280000000000000, 0.41781, 0.16902, 0.43573, , 
3.290000000000000, 0.45408, 0.17415, 0.47708, , 
3.300000000000000, 0.49034, 0.17415, 0.50810, , 
3.310000000000000, 0.52661, 0.17927, 0.53911, , 
3.320000000000000, 0.55252, 0.18952, 0.57529, , 
3.330000000000000, 0.58360, 0.18952, 0.60631, , 
3.340000000000000, 0.61987, 0.18952, 0.64249, , 
3.350000000000000, 0.64577, 0.19977, 0.67351, , 
3.360000000000000, 0.66650, 0.19977, 0.68901, , 
3.370000000000000, 0.69240, 0.19977, 0.72003, , 
3.380000000000000, 0.72867, 0.20489, 0.74587, , 
3.390000000000000, 0.77530, 0.21002, 0.79756, , 
3.400000000000000, 0.81156, 0.22026, 0.83375, , 
3.410000000000000, 0.85819, 0.22539, 0.87510, , 
3.420000000000000, 0.89964, 0.22539, 0.91645, , 
3.430000000000000, 0.92555, 0.23051, 0.94747, , 
3.440000000000000, 0.95663, 0.24076, 0.97848, , 
3.450000000000000, 0.97736, 0.23564, 0.99916, , 
3.460000000000000, 1.00844, 0.24076, 1.02500, , 
3.470000000000000, 1.04471, 0.25101, 1.06636, , 
3.480000000000000, 1.09134, 0.25101, 1.11288, , 
3.490000000000000, 1.13279, 0.25613, 1.15940, , 
3.500000000000000, 1.17423, 0.26126, 1.20075, , 
3.510000000000000, 1.22086, 0.26638, 1.23177, , 
3.520000000000000, 1.24159, 0.27150, 1.26278, , 
3.530000000000000, 1.27267, 0.27150, 1.28862, , 
3.540000000000000, 1.28822, 0.28175, 1.29896, , 
3.550000000000000, 1.30894, 0.28175, 1.32481, , 
3.560000000000000, 1.32966, 0.28175, 1.35065, , 
3.570000000000000, 1.37111, 0.29200, 1.38167, , 
3.580000000000000, 1.40220, 0.29712, 1.42302, , 
3.590000000000000, 1.44883, 0.30225, 1.46437, , 
3.600000000000000, 1.49028, 0.30737, 1.51089, , 
3.610000000000000, 1.52654, 0.30737, 1.54708, , 
3.620000000000000, 1.57317, 0.31250, 1.58843, , 
3.630000000000000, 1.60426, 0.31762, 1.62461, , 
3.640000000000000, 1.64052, 0.31762, 1.66080, , 
3.650000000000000, 1.67679, 0.32787, 1.69698, , 
3.660000000000000, 1.71306, 0.32787, 1.73316, , 
3.670000000000000, 1.75451, 0.33299, 1.76935, , 
3.680000000000000, 1.78559, 0.33812, 1.80553, , 
3.690000000000000, 1.83222, 0.34836, 1.85205, , 
3.700000000000000, 0.34009, 0.35349, 1.88824, , 
3.710000000000000, 0.34528, 0.35861, 1.92442, , 
3.720000000000000, 0.35564, 0.36374, 1.96060, , 
3.730000000000000, 0.36082, 0.36374, 1.99679, , 
3.740000000000000, 0.36082, 0.36886, 2.02780, , 
3.750000000000000, 0.36600, 0.37398, 2.07432, , 
3.760000000000000, 0.37636, 0.38423, 2.12601, , 
3.770000000000000, 0.38154, 0.38936, 2.16220, , 
3.780000000000000, 0.38154, 0.39448, 2.17253, , 
3.790000000000000, 0.39190, 0.40473, 2.16736, , 
3.800000000000000, 0.39709, 0.40985, 2.17253, , 
3.810000000000000, 0.40227, 0.42010, 2.16736, , 
3.820000000000000, 0.41781, 0.42522, 2.17253, , 
3.830000000000000, 0.42299, 0.43035, 2.16736, , 
3.840000000000000, 0.42817, 0.44572, 2.16736, , 
3.850000000000000, 0.43853, 0.45084, 2.17253, , 
3.860000000000000, 0.44371, 0.45084, 2.16736, , 
3.870000000000000, 0.44890, 0.46621, 2.16736, , 
3.880000000000000, 0.45926, 0.46621, 2.17253, , 
3.890000000000000, 0.46444, 0.48159, 2.16736, , 
3.900000000000000, 0.47480, 0.48671, 2.16736, , 
3.910000000000000, 0.49034, 0.49696, 2.17253, , 
3.920000000000000, 0.50071, 0.51233, 2.17253, , 
3.930000000000000, 0.50589, 0.51745, 2.16736, , 
3.940000000000000, 0.51625, 0.52258, 2.17253, , 
3.950000000000000, 0.52143, 0.53795, 2.16736, , 
3.960000000000000, 0.52661, 0.53795, 2.17253, , 
3.970000000000000, 0.53697, 0.55332, 2.16736, , 
3.980000000000000, 0.54733, 0.56357, 2.16736, , 
3.990000000000000, 0.56288, 0.57382, 2.17253, , 
4.000000000000000, 0.57842, 0.58407, 2.17253, , 
4.010000000000000, 0.58878, 0.59944, 2.16736, , 
4.020000000000000, 0.60433, 0.61481, 2.17253, , 
4.030000000000000, 0.61469, 0.62506, 2.16736, , 
4.040000000000000, 0.61987, 0.63018, 2.16736, , 
4.050000000000000, 0.63023, 0.64043, 2.16736, , 
4.060000000000000, 0.64059, 0.65580, 2.16736, , 
4.070000000000000, 0.65614, 0.66605, 2.16736, , 
4.080000000000000, 0.66650, 0.67630, 2.17253, , 
4.090000000000000, 0.67686, 0.68654, 2.16736, , 
4.100000000000000, 0.69240, 0.70192, 2.17253, , 
4.110000000000000, 0.70795, 0.72241, 2.16736, , 
4.120000000000000, 0.72867, 0.73266, 2.17253, , 
4.130000000000000, 0.73903, 0.74803, 2.16736, , 
4.140000000000000, 0.74939, 0.76340, 2.17253, , 
4.150000000000000, 0.76494, 0.77878, 2.16736, , 
4.160000000000000, 0.78048, 0.79415, 2.16736, , 
4.170000000000000, 0.80120, 0.80952, 2.16736, , 
4.180000000000000, 0.81675, 0.83002, 2.16736, , 
4.190000000000000, 0.83229, 0.84026, 2.16736, , 
4.200000000000000, 0.84783, 0.86076, 2.17253, , 
4.210000000000000, 0.85819, 0.87101, 2.16736, , 
4.220000000000000, 0.87892, 0.88126, 2.16736, , 
4.230000000000000, 0.88928, 0.89150, 2.16736, , 
4.240000000000000, 0.89446, 0.90175, 2.17253, , 
4.250000000000000, 0.90482, 0.91712, 2.16736, , 
4.260000000000000, 0.91000, 0.92225, 2.17253, , 
4.270000000000000, 0.92037, 0.93762, 2.16736, , 
4.280000000000000, 0.93073, 0.94787, 2.16736, , 
4.290000000000000, 0.94627, 0.95299, 2.16736, , 
4.300000000000000, 0.95145, 0.96836, 2.16736, , 
4.310000000000000, 0.96181, 0.96836, 2.16736, , 
4.320000000000000, 0.97218, 0.97861, 2.17253, , 
4.330000000000000, 0.97736, 0.99398, 2.16736, , 
4.340000000000000, 0.98772, 0.99911, 2.17253, , 
4.350000000000000, 0.99808, 1.01448, 2.16736, , 
4.360000000000000, 1.01362, 1.01960, 2.16736, , 
4.370000000000000, 1.02917, 1.02985, 2.17253, , 
4.380000000000000, 1.03435, 1.04010, 2.16736, , 
4.390000000000000, 1.04989, 1.05547, 2.16736, , 
4.400000000000000, 1.06025, 1.06572, 2.17253, , 
4.410000000000000, 1.07061, 1.08109, 2.16736, , 
4.420000000000000, 1.08616, 1.09134, 2.16736, , 
4.430000000000000, 1.09652, 1.10159, 2.16736, , 
4.440000000000000, 1.10170, 1.11183, 2.16736, , 
4.450000000000000, 1.10688, 1.12208, 2.16736, , 
4.460000000000000, 1.12242, 1.13233, 2.16736, , 
4.470000000000000, 1.12761, 1.13745, 2.16736, , 
4.480000000000000, 1.13797, 1.14258, 2.16736, , 
4.490000000000000, 1.14315, 1.15283, 2.17253, , 
4.500000000000000, 1.15351, 1.16307, 2.17253, , 
4.510000000000000, 1.15869, 1.16820, 2.16736, , 
4.520000000000000, 1.16905, 1.17844, 2.17253, , 
4.530000000000000, 1.17942, 1.18869, 2.16736, , 
4.540000000000000, 1.18460, 1.18869, 2.16736, , 
4.550000000000000, 1.18460, 1.19382, 2.16736, , 
4.560000000000000, 1.18978, 1.19894, 2.16736, , 
4.570000000000000, 1.19496, 1.20919, 2.16736, , 
4.580000000000000, 1.21050, 1.21431, 2.17253, , 
4.590000000000000, 1.21568, 1.22968, 2.16736, , 
4.600000000000000, 1.22086, 1.23481, 2.16736, , 
4.610000000000000, 1.23123, 1.24506, 2.16736, , 
4.620000000000000, 1.23641, 1.24506, 2.16736, , 
4.630000000000000, 1.24159, 1.25530, 2.16736, , 
4.640000000000000, 1.25195, 1.26555, 2.16736, , 
4.650000000000000, 1.26231, 1.27580, 2.16736, , 
4.660000000000000, 1.26749, 1.28092, 2.16736, , 
4.670000000000000, 1.27785, 1.29117, 2.16736, , 
4.680000000000000, 1.28304, 1.29630, 2.16736, , 
4.690000000000000, 1.29340, 1.30142, 2.16736, , 
4.700000000000000, 1.29858, 1.31167, 2.16736, , 
4.710000000000000, 1.30894, 1.31167, 2.16736, , 
4.720000000000000, 1.31930, 1.32192, 2.17253, , 
4.730000000000000, 1.32966, 1.33216, 2.16736, , 
4.740000000000000, 1.33485, 1.35266, 2.17253, , 
4.750000000000000, 1.35557, 1.36291, 2.16736, , 
4.760000000000000, 1.36075, 1.37316, 2.17253, , 
4.770000000000000, 1.36593, 1.37828, 2.16736, , 
